id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,material,internal_tag
19092,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,W Women Gathered Design Pink Kurta,Cotton,CLTH-019092
43822,Women,Accessories,Jewellery,Earrings,White,Summer,2012.0,Ethnic,Royal Diadem White Earrings,Mixed,CLTH-043822
28513,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Nike Men Premier Knit Grey Shorts,Polyester,CLTH-028513
6799,Unisex,Footwear,Shoes,Casual Shoes,Yellow,Summer,2011.0,Casual,Converse Unisex Yellow Canvas Shoe,Mixed,CLTH-006799
55947,Women,Personal Care,Nails,Nail Polish,Gold,Spring,2017.0,Casual,Colorbar Gold Dust Nail Lacquer 10,Mixed,CLTH-055947
22029,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Printed Green Kurta,Cotton,CLTH-022029
2339,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Casual,Reebok Men White T-shirt,Cotton,CLTH-002339
34970,Women,Accessories,Stoles,Stoles,Off White,Summer,2012.0,Casual,Fabindia Women Off White Printed Stole,Mixed,CLTH-034970
18386,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Undercolors of Benetton Men Blue Tanga Brief,Mixed,CLTH-018386
26489,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Graphic Black T-shirt,Cotton,CLTH-026489
19254,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Guess Women Mini Rock Candy Silver Watch,Metal,CLTH-019254
22815,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,Mixed,CLTH-022815
49524,Women,Accessories,Bags,Clutches,Purple,Summer,2012.0,Casual,Rocia Women Purple Clutch,Mixed,CLTH-049524
8603,Unisex,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Crocs Crocband Kids Black Sandals,Leather,CLTH-008603
39653,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Lotto Men White Sports Shoes,Synthetic,CLTH-039653
11039,Women,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Jealous 21 Women Check Red Shirt,Cotton,CLTH-011039
5920,Women,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,ADIDAS Women Daily White Purple Shoe,Mixed,CLTH-005920
33369,Women,Accessories,Bags,Handbags,Purple,Winter,2016.0,Casual,Baggit Women Gumboot Camlincrush Purple Handbag,Leather,CLTH-033369
38781,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2016.0,Casual,Woodland Men Olive Shoes,Mixed,CLTH-038781
15499,Women,Footwear,Shoes,Heels,Red,Spring,2013.0,Formal,Carlton London Women Casual Red Stilettos,Mixed,CLTH-015499
11805,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Cotton Silk Green Kurtas,Cotton,CLTH-011805
58664,Women,Apparel,Topwear,Kurtas,Black,Fall,2012.0,Ethnic,Alayna Women Black & Grey Kurta,Cotton,CLTH-058664
52950,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Purple Sari,Mixed,CLTH-052950
39461,Women,Apparel,Topwear,Kurtis,Beige,Summer,2012.0,Ethnic,Diva Women Printed Beige Kurta,Mixed,CLTH-039461
53882,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,U.S. Polo Assn. Men White Flip Flops,Rubber,CLTH-053882
44835,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Puma Men Grey Training T-shirt,Cotton,CLTH-044835
36429,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Spinn Men Brash White Shoes,Mixed,CLTH-036429
59584,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Revv Men Black Cufflinks,Mixed,CLTH-059584
14779,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Arrow Men Stripes Green Shirts,Cotton,CLTH-014779
33967,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Top,Cotton,CLTH-033967
58456,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Analogue Watch AM4381,Metal,CLTH-058456
44009,Men,Personal Care,Fragrance,Perfume and Body Mist,Grey,Spring,2017.0,Casual,Police Men Titanium Wings Perfume,Mixed,CLTH-044009
18988,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,ADIDAS Originals Men ST Logo White Tshirt,Cotton,CLTH-018988
2937,Women,Apparel,Topwear,Tshirts,Peach,Fall,2010.0,Casual,DUSG Women's Mother & Child Bamboo Sand T-shirt,Cotton,CLTH-002937
28721,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,W Women Printed Beige Kurta,Cotton,CLTH-028721
7479,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Proline Men Black V-Neck T-shirt,Cotton,CLTH-007479
27769,Men,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Bulchee Men Black & Brown Wallet,Mixed,CLTH-027769
49716,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Casual,Park Avenue Men Blue Tie,Mixed,CLTH-049716
16812,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt,Cotton,CLTH-016812
55349,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Revlon Charlie Perfume,Mixed,CLTH-055349
19066,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,W Women Thread Work Pink Kurta,Cotton,CLTH-019066
39005,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Nautical Blues Navy Blue Top,Cotton,CLTH-039005
20128,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Checkerd Blue Shirt,Cotton,CLTH-020128
58032,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012.0,Casual,Rreverie Gold Plated Earrings,Mixed,CLTH-058032
57846,Unisex,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Lino Perros Unisex Beige Sling Bag,Leather,CLTH-057846
56994,Women,Footwear,Shoes,Flats,Orange,Winter,2012.0,Casual,HM Women Orange Sandals,Mixed,CLTH-056994
4698,Unisex,Accessories,Watches,Watches,Black,Winter,2016.0,Sports,ADIDAS Unisex Duramo Black Watch,Metal,CLTH-004698
39839,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt,Cotton,CLTH-039839
52508,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,2015.0,Casual,Red Rose Red Nightdress,Mixed,CLTH-052508
29297,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Wrangler Women Birdy Tee Black T-shirt,Cotton,CLTH-029297
8869,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Solid Blue Shirts,Cotton,CLTH-008869
13904,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Nike Men Straprunner Grey Sandals,Leather,CLTH-013904
28345,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Men Black Sunglasses,Plastic,CLTH-028345
49372,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Vans Men Brown Casual Shoes,Mixed,CLTH-049372
19402,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,ADIDAS Men Printed Black Tshirt,Cotton,CLTH-019402
13138,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,iD Men Blue Casual Shoes,Mixed,CLTH-013138
9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans,Denim,CLTH-009187
43648,Women,Apparel,Topwear,Dresses,Cream,Summer,2012.0,Casual,ONLY Women Cream A-Line Dress,Chiffon,CLTH-043648
46108,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,ADIDAS Men Green Psychedellic Flip Flops,Rubber,CLTH-046108
31866,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Raga Silver Dial Watch,Metal,CLTH-031866
28177,Men,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,Plastic,CLTH-028177
34528,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals,Leather,CLTH-034528
27903,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Formal,Scullers For Her Beige Trousers,Denim,CLTH-027903
46934,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,York Men Aqua Minerale Perfume,Mixed,CLTH-046934
19630,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Black T-shirt,Cotton,CLTH-019630
49140,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Deborah Golden Pink Euphoric Shine 04 Lip Gloss,Mixed,CLTH-049140
8267,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Fastrack Unisex Black White Printed Sling Bag,Canvas,CLTH-008267
51983,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Summer,2017.0,Casual,Inaya Women Grape Babydoll Nightdress,Mixed,CLTH-051983
30188,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2012.0,Casual,Nike Unisex Grey Backpack,Canvas,CLTH-030188
50851,Women,Apparel,Saree,Sarees,Maroon,Fall,2012.0,Ethnic,Prafful Maroon Crepe Printed Saree,Mixed,CLTH-050851
48092,Women,Apparel,Topwear,Tops,Rust,Summer,2012.0,Casual,French Connection Women Rust Top,Cotton,CLTH-048092
14913,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Mr. Men Men Mr. Nonsense Purple Tshirts,Cotton,CLTH-014913
39237,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Femella Women Yellow Top,Cotton,CLTH-039237
25668,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Men Silver Casual Watch,Metal,CLTH-025668
5578,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Sweet Classic Leather Grey White Shoe,Synthetic,CLTH-005578
58200,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Black Sports Shoes,Synthetic,CLTH-058200
36812,Women,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Davidoff Women Cool Water Perfume,Mixed,CLTH-036812
25439,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lee Men Fashion Brown Wallet,Mixed,CLTH-025439
57019,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Jockey ELANCE Men Red Briefs 1010,Mixed,CLTH-057019
21099,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Black Formal Shoes,Mixed,CLTH-021099
41940,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Rubber,CLTH-041940
38988,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Wild West Red T-shirt,Cotton,CLTH-038988
58051,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver & Green Earrings,Mixed,CLTH-058051
5729,Men,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Reebok Men's Blaze White Shoe,Mixed,CLTH-005729
13967,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Ed Hardy Men Printed Red Tshirts,Cotton,CLTH-013967
34779,Women,Accessories,Bags,Handbags,White,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bag,Leather,CLTH-034779
28326,Men,Footwear,Sandal,Sandals,Brown,Winter,2018.0,Casual,Red Tape Men Brown Sandals,Leather,CLTH-028326
16429,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Levi's Men Printed White Tshirts,Cotton,CLTH-016429
46359,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue Check Shirt,Cotton,CLTH-046359
6990,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,s.Oliver Men's Mint Polo Grey Stripes Blue T-shirt,Cotton,CLTH-006990
12089,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Printed Kurta,Cotton,CLTH-012089
7842,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Women Osu NM Black Purple Shoe,Synthetic,CLTH-007842
28114,Men,Apparel,Innerwear,Trunk,Grey,Summer,2016.0,Casual,Jockey COMFORT PLUS Men Comfort Plus Grey Trunks 8015,Mixed,CLTH-028114
27960,Men,Apparel,Innerwear,Trunk,Black,Summer,2018.0,Casual,Jockey SPORT PERFORMANCE Men Black Trunks SP08,Mixed,CLTH-027960
50832,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Formal,New Hide Men Black & Brown Reversible Belt,Leather,CLTH-050832
28928,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mr. Men Printed Charcoal T-shirt,Cotton,CLTH-028928
18781,Men,Accessories,Ties,Ties,Blue,Summer,2011.0,Formal,Peter England Men Elite Blue Tie,Mixed,CLTH-018781
13369,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Toddler Brown Casual Shoes,Mixed,CLTH-013369
46957,Women,Personal Care,Fragrance,Perfume and Body Mist,Peach,Spring,2017.0,Casual,York Women Miss Angel Perfume,Mixed,CLTH-046957
19653,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,United Colors of Benetton Women Printed Green Top,Cotton,CLTH-019653
49123,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Deborah Pink Light Creator Shine Volume 6 Lipstick,Mixed,CLTH-049123
8204,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Locomotive Men Solid Langford Grey T-Shirts,Cotton,CLTH-008204
31039,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Shirt,Cotton,CLTH-031039
39254,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Casual Shoes,Mixed,CLTH-039254
38386,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,Leather,CLTH-038386
14970,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Formal,Newhide Authentic Wallet,Mixed,CLTH-014970
52759,Women,Accessories,Bags,Handbags,Brown,Fall,2012.0,Casual,Fiorelli Women Chocolate Brown Leather Handbag,Leather,CLTH-052759
20379,Women,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Urban Yoga Women Printed Grey Sweatshirt,Polyester,CLTH-020379
58263,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Baggit Women Black Clutch,Mixed,CLTH-058263
55924,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Windsor Rose Nail Lacquer 51,Mixed,CLTH-055924
42993,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Black T-Lite Sports Shoes,Synthetic,CLTH-042993
28570,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Women You Wish Black T-shirt,Cotton,CLTH-028570
43841,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012.0,Ethnic,Royal Diadem Red Earrings,Mixed,CLTH-043841
23198,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Red Striped Shirt,Cotton,CLTH-023198
55118,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lakme Absolute Mattreal Ivory Fair Skin Natural Mousse 01,Mixed,CLTH-055118
49547,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,Rocia Women Black Clutch,Mixed,CLTH-049547
22876,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Camel Casual Shoes,Mixed,CLTH-022876
3288,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Guerrilla Men's I Like What I See Navy Blue T-shirt,Cotton,CLTH-003288
8660,Unisex,Accessories,Eyewear,Sunglasses,Green,Winter,2016.0,Casual,Fastrack Titan Unisex Sunglasses FTML008GLGP1,Plastic,CLTH-008660
48495,Women,Apparel,Bottomwear,Trousers,Olive,Winter,2011.0,Casual,French Connection Women Olive Trousers,Denim,CLTH-048495
34913,Women,Apparel,Topwear,Dupatta,Black,Summer,2012.0,Ethnic,Fabindia Printed Beige and Black Dupatta,Mixed,CLTH-034913
27538,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Scullers Men Check Red & Blue Shirt,Cotton,CLTH-027538
10188,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men   Blue & White Stripe Shirt,Cotton,CLTH-010188
5943,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green Checked Shirt,Cotton,CLTH-005943
39630,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Tiempo Natural IV Vtr White Sports Shoes,Synthetic,CLTH-039630
4891,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt,Cotton,CLTH-004891
44258,Women,Accessories,Wallets,Wallets,Red,Summer,2012.0,Casual,Hidekraft Women Red Wallet,Mixed,CLTH-044258
14528,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Off White & Blue Striped Shirt,Cotton,CLTH-014528
58607,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Mixed,CLTH-058607
11866,Men,Footwear,Flip Flops,Flip Flops,Red,Fall,2011.0,Casual,Playboy Men Casual Red Slippers,Rubber,CLTH-011866
33138,Boys,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Palm Tree Boys Check White Shirt,Cotton,CLTH-033138
44856,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Foundation Polo T-shirt,Cotton,CLTH-044856
11268,Men,Apparel,Bottomwear,Trousers,Cream,Fall,2011.0,Formal,Indigo Nation Men Cream Trouser Cream Trousers,Denim,CLTH-011268
45984,Women,Apparel,Saree,Sarees,White,Summer,2012.0,Ethnic,Fabindia White Hand Printed Sari,Mixed,CLTH-045984
41518,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Basics Men Aviator Sunglasses,Plastic,CLTH-041518
33904,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Citizen Men White Dial Watch,Metal,CLTH-033904
37598,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Boys Blue Printed T-Shirt,Cotton,CLTH-037598
25861,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2015.0,Casual,American Tourister Unisex Black Laptop Bag,Mixed,CLTH-025861
29690,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2012.0,Casual,Indigo Nation Men Check Charcoal Shorts,Polyester,CLTH-029690
3886,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's 1947 Light Weight Blue T-shirt,Cotton,CLTH-003886
19839,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt,Cotton,CLTH-019839
2954,Women,Apparel,Bottomwear,Capris,Yellow,Fall,2010.0,Casual,DUSG Women Uttarkashi Organic Endive Capri,Mixed,CLTH-002954
50658,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Charcoal,Winter,2016.0,Casual,Chromozome Men Charcoal Lounge Shorts,Mixed,CLTH-050658
28742,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,W Women Printed Dark Brown Top,Cotton,CLTH-028742
49775,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Alma Women Maroon Printed Kurta,Cotton,CLTH-049775
8452,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Jealous Rain Blue Top Blue Tops,Cotton,CLTH-008452
16871,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Women Funky Eyewear Black Sunglasses,Plastic,CLTH-016871
19005,Women,Apparel,Topwear,Sweatshirts,Grey,Summer,2011.0,Casual,ADIDAS Originals Women F Sleek Trf Grey Sweatshirt,Polyester,CLTH-019005
2168,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Check Brown Shirt,Cotton,CLTH-002168
9580,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Puma Unisex Flow Black Backpacks,Canvas,CLTH-009580
35009,Women,Accessories,Stoles,Stoles,Beige,Summer,2012.0,Ethnic,Fabindia Women Printed Beige & Black Stole,Mixed,CLTH-035009
29456,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch,Metal,CLTH-029456
42967,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Men Black Wallet,Mixed,CLTH-042967
17359,Men,Accessories,Accessories,Accessory Gift Set,Purple,Fall,2011.0,Formal,Arrow Men Formal Purple Tie+Cufflink+Pocket square - Combo Pack,Mixed,CLTH-017359
28584,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,ADIDAS Originals Men White Dial Watch ADH2660,Metal,CLTH-028584
47429,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Bag,Leather,CLTH-047429
22882,Men,Footwear,Sandal,Sandals,Olive,Winter,2015.0,Casual,Woodland Men Olive Casual Sandals,Leather,CLTH-022882
8694,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Women Gradient Sunglasses P168BK1F,Plastic,CLTH-008694
43089,Men,Personal Care,Fragrance,Fragrance Gift Set,Black,Spring,2017.0,Casual,Swiss Army Men Classic Perfume & Deodorant Set,Mixed,CLTH-043089
18311,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,Wills Lifestyle Men Striped Green Sweater,Wool,CLTH-018311
4865,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,ADIDAS Men White Liverpool Jersey,Cotton,CLTH-004865
56769,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Horsefly Men Navy Blue & Red Striped Shirt,Cotton,CLTH-056769
59721,Women,Apparel,Innerwear,Bra,Black,Summer,2017.0,Casual,Avirate Women Black Bra,Mixed,CLTH-059721
4059,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's I Am Tired Of Working Sky Blue T-shirt,Cotton,CLTH-004059
11892,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Formal Black Formal Shoes,Mixed,CLTH-011892
38524,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Puma Men White Surge Shoes,Mixed,CLTH-038524
53815,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Ayaany Women White Printed Kurta,Cotton,CLTH-053815
57489,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Formal,Lee Cooper Men Brown Shoes,Mixed,CLTH-057489
45970,Women,Apparel,Topwear,Tops,Grey Melange,Summer,2012.0,Casual,Tokyo Talkies Women Grey Melange Printed Top,Cotton,CLTH-045970
53029,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Mixed,CLTH-053029
24947,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Red Printed Top,Cotton,CLTH-024947
25895,Women,Apparel,Innerwear,Camisoles,White,Summer,2012.0,Casual,Femella Women White Camisole 005G,Mixed,CLTH-025895
59513,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Silver Pendant With Chain,Mixed,CLTH-059513
21409,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey T-shirt,Cotton,CLTH-021409
29664,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men White Shirt,Cotton,CLTH-029664
3872,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Poster Print Slub Blue T-shirt,Cotton,CLTH-003872
49781,Women,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2012.0,Casual,Little Miss Intimates Black Pyjama Set,Mixed,CLTH-049781
16885,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Police Men Casual Blue Sunglasses,Plastic,CLTH-016885
12419,Men,Accessories,Wallets,Wallets,Black,Fall,2011.0,Casual,Reid & Taylor Men Casual Black Wallets,Mixed,CLTH-012419
17957,Men,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Sports,Nike Men Cricket Navy Blue Cap,Mixed,CLTH-017957
30749,Men,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Men White Kurta,Cotton,CLTH-030749
9574,Unisex,Accessories,Bags,Backpacks,Grey,Fall,2011.0,Casual,Puma Unisex Echo Grey Backpacks,Canvas,CLTH-009574
48653,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013.0,Casual,Lucera Women Silver Earrings,Mixed,CLTH-048653
39092,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Reid & Taylor Men Red Striped Shirt,Cotton,CLTH-039092
20983,Unisex,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,Fastrack Unisex Leatherette Black Belt,Leather,CLTH-020983
38140,Unisex,Accessories,Bags,Backpacks,Black,Spring,2013.0,Casual,Wildcraft Unisex Black & Grey Backpack,Canvas,CLTH-038140
58899,Men,Accessories,Ties,Ties,Grey,Summer,2012.0,Casual,Hakashi Men Grey Silk Tie,Mixed,CLTH-058899
37934,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Mineral Women Purple Top,Cotton,CLTH-037934
56903,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Blue Heels,Mixed,CLTH-056903
59177,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,Gliders Men Olive Shoes,Mixed,CLTH-059177
15258,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,ADIDAS Originals Women Concord Round Beige Casual Shoes,Mixed,CLTH-015258
6158,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Quill Indigo Mood T-shirt,Cotton,CLTH-006158
13993,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Future Cat M1 White Casual Shoes,Mixed,CLTH-013993
29200,Men,Accessories,Socks,Socks,Navy Blue,Summer,2012.0,Sports,Fila Men Navy Blue Socks,Mixed,CLTH-029200
12841,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Ant Kids Multi Colour Grey Tshirts,Cotton,CLTH-012841
18547,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women  Blue Casual Shoes,Mixed,CLTH-018547
